Algoritmo de troca de chaves,Algoritmo de autenticação,Time to send app data
P256_HQC_128,P256_Dilithium2,134.463908
P256_HQC_128,P256_Dilithium2,141.063417
P256_HQC_128,P256_Dilithium2,138.069176
P256_HQC_128,P256_Dilithium2,151.93588
P256_HQC_128,P256_Dilithium2,146.142521
P256_HQC_128,P256_Dilithium2,145.84157
P256_HQC_128,P256_Dilithium2,131.539688
P256_HQC_128,P256_Dilithium2,133.208248
P256_HQC_128,P256_Dilithium2,129.79863
P256_HQC_128,P256_Dilithium2,144.000105
P256_HQC_128,P256_Dilithium2,142.615209
P256_HQC_128,P256_Dilithium2,142.179322
P256_HQC_128,P256_Dilithium2,128.665942
P256_HQC_128,P256_Dilithium2,139.163995
P256_HQC_128,P256_Dilithium2,137.048369
P256_HQC_128,P256_Dilithium2,141.040118
P256_HQC_128,P256_Dilithium2,150.298117
P256_HQC_128,P256_Dilithium2,137.049962
P256_HQC_128,P256_Dilithium2,135.192826
P256_HQC_128,P256_Dilithium2,139.67246
P256_HQC_128,P256_Dilithium2,152.960758
P256_HQC_128,P256_Dilithium2,144.54098
P256_HQC_128,P256_Dilithium2,137.808357
P256_HQC_128,P256_Dilithium2,146.622411
P256_HQC_128,P256_Dilithium2,144.295308
P256_HQC_128,P256_Dilithium2,136.416396
P256_HQC_128,P256_Dilithium2,142.601885
P256_HQC_128,P256_Dilithium2,144.026394
P256_HQC_128,P256_Dilithium2,136.21413
P256_HQC_128,P256_Dilithium2,134.760186
P256_HQC_128,P256_Dilithium2,130.265096
P256_HQC_128,P256_Dilithium2,138.087793
P256_HQC_128,P256_Dilithium2,132.490556
P256_HQC_128,P256_Dilithium2,135.719301
P256_HQC_128,P256_Dilithium2,132.317524
P256_HQC_128,P256_Dilithium2,135.217739
P256_HQC_128,P256_Dilithium2,141.498166
P256_HQC_128,P256_Dilithium2,130.659038
P256_HQC_128,P256_Dilithium2,150.466064
P256_HQC_128,P256_Dilithium2,134.295932
P256_HQC_128,P256_Dilithium2,132.661347
P256_HQC_128,P256_Dilithium2,134.270485
P256_HQC_128,P256_Dilithium2,141.497393
P256_HQC_128,P256_Dilithium2,133.297818
P256_HQC_128,P256_Dilithium2,142.199087
P256_HQC_128,P256_Dilithium2,132.566213
P256_HQC_128,P256_Dilithium2,142.571602
P256_HQC_128,P256_Dilithium2,135.365188
P256_HQC_128,P256_Dilithium2,138.572991
P256_HQC_128,P256_Dilithium2,132.270978
P256_HQC_128,P256_Dilithium2,137.692624
P256_HQC_128,P256_Dilithium2,143.753611
P256_HQC_128,P256_Dilithium2,128.290665
P256_HQC_128,P256_Dilithium2,138.74285
P256_HQC_128,P256_Dilithium2,134.202319
P256_HQC_128,P256_Dilithium2,142.7532
P256_HQC_128,P256_Dilithium2,144.906311
P256_HQC_128,P256_Dilithium2,136.887
